"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","327","Check User Availability","Assurdly | User Management API","Fri May 30 18:45:58 GMT 2025","passed","Fri May 30 18:45:58 GMT 2025","","User Availability","",""
"","327","Edit User - Empty First Name","Assurdly | User Management API","Fri May 30 18:45:57 GMT 2025","passed","Fri May 30 18:45:57 GMT 2025","Edit User","Edit a User","",""
"","331","Create User - Empty Email Address","Assurdly | User Management API","Fri May 30 18:45:55 GMT 2025","passed","Fri May 30 18:45:56 GMT 2025","","Add a User","",""
"","328","Edit User - Empty Last Name","Assurdly | User Management API","Fri May 30 18:45:57 GMT 2025","passed","Fri May 30 18:45:58 GMT 2025","Edit User","Edit a User","",""
"","332","Create User - Empty name Fields","Assurdly | User Management API","Fri May 30 18:45:56 GMT 2025","passed","Fri May 30 18:45:56 GMT 2025","","Add a User","",""
"","188","Login - Invalid Credentials - Missing Email","Assurdly | User Management API","Fri May 30 18:45:54 GMT 2025","passed","Fri May 30 18:45:54 GMT 2025","Login","Authentication","",""
"","342","Get Users List - No Auth","Assurdly | User Management API","Fri May 30 18:45:55 GMT 2025","failed","Fri May 30 18:45:55 GMT 2025","","List Users","",""
"","330","Create User - Empty Org Id","Assurdly | User Management API","Fri May 30 18:45:56 GMT 2025","passed","Fri May 30 18:45:56 GMT 2025","","Add a User","",""
"","331","Check User Availability - Does Not Exist","Assurdly | User Management API","Fri May 30 18:45:58 GMT 2025","passed","Fri May 30 18:45:58 GMT 2025","","User Availability","",""
"","326","User Roles","Assurdly | User Management API","Fri May 30 18:45:59 GMT 2025","passed","Fri May 30 18:45:59 GMT 2025","Get User Roles","View User Roles","",""
"","977","Login - Valid Credentials","Assurdly | User Management API","Fri May 30 18:45:53 GMT 2025","failed","Fri May 30 18:45:54 GMT 2025","Login","Authentication","",""
"","324","User Roles - No Auth","Assurdly | User Management API","Fri May 30 18:45:59 GMT 2025","passed","Fri May 30 18:46:00 GMT 2025","Get User Roles","View User Roles","",""
"","335","Create User - Success","Assurdly | User Management API","Fri May 30 18:45:55 GMT 2025","passed","Fri May 30 18:45:55 GMT 2025","","Add a User","",""
"","191","Login - Invalid Credentials - Missing Password","Assurdly | User Management API","Fri May 30 18:45:54 GMT 2025","failed","Fri May 30 18:45:54 GMT 2025","Login","Authentication","",""
"","326","Edit User - No email","Assurdly | User Management API","Fri May 30 18:45:57 GMT 2025","passed","Fri May 30 18:45:57 GMT 2025","Edit User","Edit a User","",""
"","332","Update User Status - Success","Assurdly | User Management API","Fri May 30 18:46:00 GMT 2025","passed","Fri May 30 18:46:01 GMT 2025","","Update User Status","",""
"","328","Change Organization - Org. Does not Exist","Assurdly | User Management API","Fri May 30 18:46:00 GMT 2025","passed","Fri May 30 18:46:00 GMT 2025","","Change a User's Organization","",""
"","202","Login - Invalid Credentials","Assurdly | User Management API","Fri May 30 18:45:54 GMT 2025","passed","Fri May 30 18:45:54 GMT 2025","Login","Authentication","",""
"","328","Edit User","Assurdly | User Management API","Fri May 30 18:45:56 GMT 2025","passed","Fri May 30 18:45:57 GMT 2025","Edit User","Edit a User","",""
"","353","Get Users List","Assurdly | User Management API","Fri May 30 18:45:54 GMT 2025","passed","Fri May 30 18:45:55 GMT 2025","","List Users","",""
"","332","Check Email Availability","Assurdly | User Management API","Fri May 30 18:45:58 GMT 2025","passed","Fri May 30 18:45:59 GMT 2025","","Email Availability","",""
"","326","Check Email Availability - Does Not Exist","Assurdly | User Management API","Fri May 30 18:45:59 GMT 2025","passed","Fri May 30 18:45:59 GMT 2025","","Email Availability","",""
"","329","Change Organization","Assurdly | User Management API","Fri May 30 18:46:00 GMT 2025","passed","Fri May 30 18:46:00 GMT 2025","","Change a User's Organization","",""
