"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","Tour Status","Assurdly | Shipper API","Wed Jun 04 18:48:37 GMT 2025","passed","Wed Jun 04 18:48:37 GMT 2025","Tour","Home","",""
"","271","Total Events Count","Assurdly | Shipper API","Wed Jun 04 18:48:41 GMT 2025","passed","Wed Jun 04 18:48:41 GMT 2025","Total Event Count","Events Records","",""
"","275","Get Labels - Empty Fields","Assurdly | Shipper API","Wed Jun 04 18:48:48 GMT 2025","failed","Wed Jun 04 18:48:48 GMT 2025","Shipping > Get Labels","Shipping Event","",""
"","275","Get Preference","Assurdly | Shipper API","Wed Jun 04 18:48:38 GMT 2025","failed","Wed Jun 04 18:48:38 GMT 2025","Preference > Fetch UOM Preference","Home","",""
"","277","Participant Details","Assurdly | Shipper API","Wed Jun 04 18:48:37 GMT 2025","passed","Wed Jun 04 18:48:38 GMT 2025","Participant","Home","",""
"","147","Login - Invalid Credentials - Missing Password","Assurdly | Shipper API","Wed Jun 04 18:48:36 GMT 2025","failed","Wed Jun 04 18:48:36 GMT 2025","Login","Authentication","",""
"","265","Get column mapper state","Assurdly | Shipper API","Wed Jun 04 18:48:51 GMT 2025","passed","Wed Jun 04 18:48:51 GMT 2025","Bulk Upload > Column Mapped State","Shipping Event","",""
"","274","Total Events Count - Empty Fields","Assurdly | Shipper API","Wed Jun 04 18:48:41 GMT 2025","failed","Wed Jun 04 18:48:42 GMT 2025","Total Event Count","Events Records","",""
"","269","Get product id - Empty fields","Assurdly | Shipper API","Wed Jun 04 18:48:50 GMT 2025","passed","Wed Jun 04 18:48:50 GMT 2025","Shipping > Get Product Id","Shipping Event","",""
"","146","Read Notification - Invalid Notification id","Assurdly | Shipper API","Wed Jun 04 18:48:37 GMT 2025","failed","Wed Jun 04 18:48:37 GMT 2025","Notification","Home","",""
"","937","Get Product Instance Shared With Government Stats","Assurdly | Shipper API","Wed Jun 04 18:48:45 GMT 2025","passed","Wed Jun 04 18:48:46 GMT 2025","","Shared With Government","",""
"","151","Login - Invalid Credentials - Missing Email","Assurdly | Shipper API","Wed Jun 04 18:48:36 GMT 2025","passed","Wed Jun 04 18:48:36 GMT 2025","Login","Authentication","",""
"","379","Get Share FQS - No auth","Assurdly | Shipper API","Wed Jun 04 18:48:53 GMT 2025","passed","Wed Jun 04 18:48:53 GMT 2025","","FQS","",""
"","929","Dashboard Filter - Empty Required Fields","Assurdly | Shipper API","Wed Jun 04 18:48:39 GMT 2025","failed","Wed Jun 04 18:48:40 GMT 2025","Stats","Dashboard","",""
"","266","Get preference - Empty Fields","Assurdly | Shipper API","Wed Jun 04 18:48:49 GMT 2025","failed","Wed Jun 04 18:48:49 GMT 2025","Shipping > Get Preference","Shipping Event","",""
"","302","Total Event","Assurdly | Shipper API","Wed Jun 04 18:48:40 GMT 2025","passed","Wed Jun 04 18:48:41 GMT 2025","Total Event","Events Records","",""
